,,,SolarPV_01,BESS_01,AEL_01,PEMEL_01,HEMEL_01,H2Tank_01
period1,sc01,t4426, 14.811789444 ,,,,,
period1,sc01,t4427, 18.113773446 ,,,,,
period1,sc01,t4428, 20.034973488 ,,,,,
period1,sc01,t4429, 21.019693104 ,,,,,
period1,sc01,t4430, 21.20571936 ,,,,,
period1,sc01,t4431, 20.462770512 ,,,,,
period1,sc01,t4432, 18.807568614 ,,,,,
period1,sc01,t4433, 16.088935884 ,,,,,
period1,sc01,t4434, 12.186630354 ,,,,,
period1,sc01,t4435, 7.439168982 ,,,,,
period1,sc01,t4436, 2.9851795662 ,,,,,
period1,sc01,t4437, 0.27047259942 ,,,,,
period1,sc01,t4438, 0.000037885892 ,,,,,
period1,sc01,t4439, 0.00003135384 ,,,,,
period1,sc01,t4440, 0.000033095718 ,,,,,
period1,sc01,t4441, 0.00003222478 ,,,,,
period1,sc01,t4442, 0.00003266025 ,,,,,
period1,sc01,t4443, 0.000036579478 ,,,,,
period1,sc01,t4444, 0.00006183674 ,,,,,
period1,sc01,t4445, 0.000142180958 ,,,,,
period1,sc01,t4446, 0.06725398806 ,,,,,
period1,sc01,t4447, 1.1881407246 ,,,,,
period1,sc01,t4448, 5.3630483028 ,,,,,
period1,sc01,t4449, 10.565956872 ,,,,,
period1,sc01,t4450, 15.002675538 ,,,,,
period1,sc01,t4451, 18.151149828 ,,,,,
period1,sc01,t4452, 20.028572076 ,,,,,
period1,sc01,t4453, 21.09490314 ,,,,,
period1,sc01,t4454, 21.225563736 ,,,,,
period1,sc01,t4455, 20.360021364 ,,,,,
period1,sc01,t4456, 18.354923664 ,,,,,
period1,sc01,t4457, 15.548101734 ,,,,,
period1,sc01,t4458, 11.428788438 ,,,,,
period1,sc01,t4459, 6.818199642 ,,,,,
period1,sc01,t4460, 2.5996514352 ,,,,,
period1,sc01,t4461, 0.26367926724 ,,,,,
period1,sc01,t4462, 0.000039192302 ,,,,,
period1,sc01,t4463, 0.00003222478 ,,,,,
period1,sc01,t4464, 0.00003135384 ,,,,,
period1,sc01,t4465, 0.00003222478 ,,,,,
period1,sc01,t4466, 0.000034619866 ,,,,,
period1,sc01,t4467, 0.00003832136 ,,,,,
period1,sc01,t4468, 0.00006575597 ,,,,,
period1,sc01,t4469, 0.000163736722 ,,,,,
period1,sc01,t4470, 0.06763937898 ,,,,,
period1,sc01,t4471, 1.1724246126 ,,,,,
period1,sc01,t4472, 5.4277809186 ,,,,,
period1,sc01,t4473, 10.67195244 ,,,,,
period1,sc01,t4474, 15.172208376 ,,,,,
period1,sc01,t4475, 18.41259513 ,,,,,
period1,sc01,t4476, 20.335323684 ,,,,,
period1,sc01,t4477, 21.279407412 ,,,,,
period1,sc01,t4478, 21.480339816 ,,,,,
period1,sc01,t4479, 20.710113132 ,,,,,
period1,sc01,t4480, 18.91787535 ,,,,,
period1,sc01,t4481, 16.078811202 ,,,,,
period1,sc01,t4482, 12.074070066 ,,,,,
period1,sc01,t4483, 7.5168024 ,,,,,
period1,sc01,t4484, 2.9623892418 ,,,,,
period1,sc01,t4485, 0.26818638168 ,,,,,
period1,sc01,t4486, 0.00003832136 ,,,,,
period1,sc01,t4487, 0.000035273072 ,,,,,
period1,sc01,t4488, 0.000049861316 ,,,,,
period1,sc01,t4489, 0.000040716446 ,,,,,
period1,sc01,t4490, 0.000037014954 ,,,,,
period1,sc01,t4491, 0.000038756834 ,,,,,
period1,sc01,t4492, 0.00009449699 ,,,,,
period1,sc01,t4493, 0.000172010654 ,,,,,
period1,sc01,t4494, 0.07018034652 ,,,,,
period1,sc01,t4495, 1.165990542 ,,,,,
period1,sc01,t4496, 5.4715260588 ,,,,,
period1,sc01,t4497, 10.714149486 ,,,,,
period1,sc01,t4498, 15.11260995 ,,,,,
period1,sc01,t4499, 18.212309412 ,,,,,
period1,sc01,t4500, 20.2520727 ,,,,,
period1,sc01,t4501, 21.232422384 ,,,,,
period1,sc01,t4502, 21.31790079 ,,,,,
period1,sc01,t4503, 20.529926514 ,,,,,
period1,sc01,t4504, 18.758519442 ,,,,,
period1,sc01,t4505, 16.010910546 ,,,,,
period1,sc01,t4506, 12.155250384 ,,,,,
period1,sc01,t4507, 7.558098024 ,,,,,
period1,sc01,t4508, 3.0532108668 ,,,,,
period1,sc01,t4509, 0.31863340494 ,,,,,
period1,sc01,t4510, 0.000045942088 ,,,,,
period1,sc01,t4511, 0.000031789312 ,,,,,
period1,sc01,t4512, 0.000029829694 ,,,,,
period1,sc01,t4513, 0.000030918372 ,,,,,
period1,sc01,t4514, 0.000030918372 ,,,,,
period1,sc01,t4515, 0.00003396666 ,,,,,
period1,sc01,t4516, 0.000064667296 ,,,,,
period1,sc01,t4517, 0.000145011514 ,,,,,
period1,sc01,t4518, 0.06782227638 ,,,,,
period1,sc01,t4519, 1.1637696456 ,,,,,
period1,sc01,t4520, 5.3356790124 ,,,,,
period1,sc01,t4521, 10.52733285 ,,,,,
period1,sc01,t4522, 14.984536044 ,,,,,
period1,sc01,t4523, 18.009783198 ,,,,,
period1,sc01,t4524, 20.132719086 ,,,,,
period1,sc01,t4525, 21.388159524 ,,,,,
period1,sc01,t4526, 21.70522524 ,,,,,
period1,sc01,t4527, 20.931549618 ,,,,,
period1,sc01,t4528, 19.30077105 ,,,,,
period1,sc01,t4529, 16.678786536 ,,,,,
period1,sc01,t4530, 12.834773028 ,,,,,
period1,sc01,t4531, 8.163070374 ,,,,,
period1,sc01,t4532, 3.5121853698 ,,,,,
period1,sc01,t4533, 0.40576442142 ,,,,,
period1,sc01,t4534, 0.000045506618 ,,,,,
period1,sc01,t4535, 0.000034184396 ,,,,,
period1,sc01,t4536, 0.000035490808 ,,,,,
period1,sc01,t4537, 0.000031789312 ,,,,,
period1,sc01,t4538, 0.000029829694 ,,,,,
period1,sc01,t4539, 0.00003396666 ,,,,,
period1,sc01,t4540, 0.000080997424 ,,,,,
period1,sc01,t4541, 0.00017701856 ,,,,,
period1,sc01,t4542, 0.07494874308 ,,,,,
period1,sc01,t4543, 1.3200162846 ,,,,,
period1,sc01,t4544, 5.616635553 ,,,,,
period1,sc01,t4545, 10.867985802 ,,,,,
period1,sc01,t4546, 15.396179304 ,,,,,
period1,sc01,t4547, 18.707007696 ,,,,,
period1,sc01,t4548, 20.816337324 ,,,,,
period1,sc01,t4549, 21.862876266 ,,,,,
period1,sc01,t4550, 22.029391278 ,,,,,
period1,sc01,t4551, 21.343748112 ,,,,,
period1,sc01,t4552, 19.756185588 ,,,,,
period1,sc01,t4553, 17.131568658 ,,,,,
period1,sc01,t4554, 13.335578772 ,,,,,
period1,sc01,t4555, 8.555235072 ,,,,,
period1,sc01,t4556, 3.6413762568 ,,,,,
period1,sc01,t4557, 0.40500670368 ,,,,,
period1,sc01,t4558, 0.000055086956 ,,,,,
period1,sc01,t4559, 0.00002961196 ,,,,,
period1,sc01,t4560, 0.000029394228 ,,,,,
period1,sc01,t4561, 0.000030700636 ,,,,,
period1,sc01,t4562, 0.000029394228 ,,,,,
period1,sc01,t4563, 0.000037885892 ,,,,,
period1,sc01,t4564, 0.000067715586 ,,,,,
period1,sc01,t4565, 0.000145011514 ,,,,,
period1,sc01,t4566, 0.06895885314 ,,,,,
period1,sc01,t4567, 1.2780413304 ,,,,,
period1,sc01,t4568, 5.4994244454 ,,,,,
period1,sc01,t4569, 10.874935902 ,,,,,
period1,sc01,t4570, 15.598359324 ,,,,,
period1,sc01,t4571, 18.926367 ,,,,,
period1,sc01,t4572, 20.929015188 ,,,,,
period1,sc01,t4573, 22.065173862 ,,,,,
period1,sc01,t4574, 22.250364006 ,,,,,
period1,sc01,t4575, 21.54171495 ,,,,,
period1,sc01,t4576, 19.925548584 ,,,,,
period1,sc01,t4577, 17.260570116 ,,,,,
period1,sc01,t4578, 13.404916482 ,,,,,
period1,sc01,t4579, 8.54491443 ,,,,,
period1,sc01,t4580, 3.583776639 ,,,,,
period1,sc01,t4581, 0.3810798039 ,,,,,
period1,sc01,t4582, 0.000040716446 ,,,,,
period1,sc01,t4583, 0.0000304829 ,,,,,
period1,sc01,t4584, 0.00003135384 ,,,,,
period1,sc01,t4585, 0.00003135384 ,,,,,
period1,sc01,t4586, 0.000028087814 ,,,,,
period1,sc01,t4587, 0.000038539094 ,,,,,
period1,sc01,t4588, 0.000068368792 ,,,,,
period1,sc01,t4589, 0.000151325828 ,,,,,
period1,sc01,t4590, 0.0625117197 ,,,,,
period1,sc01,t4591, 1.1940456984 ,,,,,
period1,sc01,t4592, 5.6351865756 ,,,,,
period1,sc01,t4593, 10.93921128 ,,,,,
period1,sc01,t4594, 15.329186604 ,,,,,
period1,sc01,t4595, 18.57459651 ,,,,,
period1,sc01,t4596, 20.664382242 ,,,,,
period1,sc01,t4597, 21.654079284 ,,,,,
period1,sc01,t4598, 21.839060406 ,,,,,
period1,sc01,t4599, 21.276670488 ,,,,,
period1,sc01,t4600, 19.766440914 ,,,,,
period1,sc01,t4601, 17.187332772 ,,,,,
period1,sc01,t4602, 13.443801774 ,,,,,
period1,sc01,t4603, 8.63020341 ,,,,,
period1,sc01,t4604, 3.6175473372 ,,,,,
period1,sc01,t4605, 0.38207267556 ,,,,,
period1,sc01,t4606, 0.000070981612 ,,,,,
period1,sc01,t4607, 0.000029829694 ,,,,,
period1,sc01,t4608, 0.000030265168 ,,,,,
period1,sc01,t4609, 0.000031571576 ,,,,,
period1,sc01,t4610, 0.00003222478 ,,,,,
period1,sc01,t4611, 0.000041587386 ,,,,,
period1,sc01,t4612, 0.000073594432 ,,,,,
period1,sc01,t4613, 0.000161123904 ,,,,,
period1,sc01,t4614, 0.06359604 ,,,,,
period1,sc01,t4615, 1.2235705644 ,,,,,
period1,sc01,t4616, 5.6564875908 ,,,,,
period1,sc01,t4617, 11.047140336 ,,,,,
period1,sc01,t4618, 15.630529662 ,,,,,
period1,sc01,t4619, 18.882321396 ,,,,,
period1,sc01,t4620, 20.893990332 ,,,,,
period1,sc01,t4621, 21.895869648 ,,,,,
period1,sc01,t4622, 22.077460644 ,,,,,
period1,sc01,t4623, 21.419023464 ,,,,,
period1,sc01,t4624, 19.889955444 ,,,,,
period1,sc01,t4625, 17.28926541 ,,,,,
period1,sc01,t4626, 13.509775482 ,,,,,
period1,sc01,t4627, 8.724245334 ,,,,,
period1,sc01,t4628, 3.6962977344 ,,,,,
period1,sc01,t4629, 0.38072707344 ,,,,,
period1,sc01,t4630, 0.000040280974 ,,,,,
period1,sc01,t4631, 0.000031571576 ,,,,,
period1,sc01,t4632, 0.000031789312 ,,,,,
period1,sc01,t4633, 0.00003396666 ,,,,,
period1,sc01,t4634, 0.000037014954 ,,,,,
period1,sc01,t4635, 0.00006009486 ,,,,,
period1,sc01,t4636, 0.00007272349 ,,,,,
period1,sc01,t4637, 0.000148930744 ,,,,,
period1,sc01,t4638, 0.06615007164 ,,,,,
period1,sc01,t4639, 1.3095192792 ,,,,,
period1,sc01,t4640, 5.8004147814 ,,,,,
period1,sc01,t4641, 11.20369398 ,,,,,
period1,sc01,t4642, 15.698136378 ,,,,,
period1,sc01,t4643, 18.865925946 ,,,,,
period1,sc01,t4644, 20.82204633 ,,,,,
period1,sc01,t4645, 21.742555902 ,,,,,
period1,sc01,t4646, 21.90444624 ,,,,,
period1,sc01,t4647, 21.306358656 ,,,,,
period1,sc01,t4648, 19.76433759 ,,,,,
period1,sc01,t4649, 17.21786358 ,,,,,
period1,sc01,t4650, 13.455350436 ,,,,,
period1,sc01,t4651, 8.62450746 ,,,,,
period1,sc01,t4652, 3.5822350746 ,,,,,
period1,sc01,t4653, 0.35662380846 ,,,,,
period1,sc01,t4654, 0.000056828834 ,,,,,
period1,sc01,t4655, 0.00004006324 ,,,,,
period1,sc01,t4656, 0.000034184396 ,,,,,
period1,sc01,t4657, 0.000035490808 ,,,,,
period1,sc01,t4658, 0.00003570854 ,,,,,
period1,sc01,t4659, 0.00003745042 ,,,,,
period1,sc01,t4660, 0.00006575597 ,,,,,
period1,sc01,t4661, 0.000141745486 ,,,,,
period1,sc01,t4662, 0.06364176438 ,,,,,
period1,sc01,t4663, 1.177447758 ,,,,,
period1,sc01,t4664, 5.5562010252 ,,,,,
period1,sc01,t4665, 10.992604254 ,,,,,
period1,sc01,t4666, 15.535984782 ,,,,,
period1,sc01,t4667, 18.744671502 ,,,,,
period1,sc01,t4668, 20.699511612 ,,,,,
period1,sc01,t4669, 21.643915416 ,,,,,
period1,sc01,t4670, 21.776006532 ,,,,,
period1,sc01,t4671, 21.09782949 ,,,,,
period1,sc01,t4672, 19.523187366 ,,,,,
period1,sc01,t4673, 16.932478302 ,,,,,
period1,sc01,t4674, 13.130799 ,,,,,
period1,sc01,t4675, 8.246184186 ,,,,,
period1,sc01,t4676, 3.2783641044 ,,,,,
period1,sc01,t4677, 0.28528075704 ,,,,,
period1,sc01,t4678, 0.00004006324 ,,,,,
period1,sc01,t4679, 0.000033095718 ,,,,,
period1,sc01,t4680, 0.000030918372 ,,,,,
period1,sc01,t4681, 0.000030047432 ,,,,,
period1,sc01,t4682, 0.000030047432 ,,,,,
period1,sc01,t4683, 0.000036361746 ,,,,,
period1,sc01,t4684, 0.000064231826 ,,,,,
period1,sc01,t4685, 0.000135648908 ,,,,,
period1,sc01,t4686, 0.06100934814 ,,,,,
period1,sc01,t4687, 0.9976334832 ,,,,,
period1,sc01,t4688, 5.175643785 ,,,,,
period1,sc01,t4689, 10.435172154 ,,,,,
period1,sc01,t4690, 14.932952436 ,,,,,
period1,sc01,t4691, 18.165343974 ,,,,,
period1,sc01,t4692, 20.17574571 ,,,,,
period1,sc01,t4693, 21.180917166 ,,,,,
period1,sc01,t4694, 21.351547386 ,,,,,
period1,sc01,t4695, 20.66109663 ,,,,,
period1,sc01,t4696, 19.059614298 ,,,,,
period1,sc01,t4697, 16.304604582 ,,,,,
period1,sc01,t4698, 12.269097486 ,,,,,
period1,sc01,t4699, 7.116453048 ,,,,,
period1,sc01,t4700, 2.5095875274 ,,,,,
period1,sc01,t4701, 0.1994300223 ,,,,,
period1,sc01,t4702, 0.00003570854 ,,,,,
period1,sc01,t4703, 0.000031789312 ,,,,,
period1,sc01,t4704, 0.000032007048 ,,,,,
period1,sc01,t4705, 0.00002961196 ,,,,,
period1,sc01,t4706, 0.000031789312 ,,,,,
period1,sc01,t4707, 0.000034837598 ,,,,,
period1,sc01,t4708, 0.00006227221 ,,,,,
period1,sc01,t4709, 0.000136084378 ,,,,,
period1,sc01,t4710, 0.06174746976 ,,,,,
period1,sc01,t4711, 0.8626094742 ,,,,,
period1,sc01,t4712, 4.755312891 ,,,,,
period1,sc01,t4713, 9.944732772 ,,,,,
period1,sc01,t4714, 14.482162596 ,,,,,
period1,sc01,t4715, 17.651977098 ,,,,,
period1,sc01,t4716, 19.570263858 ,,,,,
period1,sc01,t4717, 20.506580964 ,,,,,
period1,sc01,t4718, 20.13203976 ,,,,,
period1,sc01,t4719, 18.529727862 ,,,,,
period1,sc01,t4720, 16.0893474 ,,,,,
period1,sc01,t4721, 13.310815776 ,,,,,
period1,sc01,t4722, 9.869770956 ,,,,,
period1,sc01,t4723, 6.166039758 ,,,,,
period1,sc01,t4724, 2.4430651296 ,,,,,
period1,sc01,t4725, 0.18809691528 ,,,,,
period1,sc01,t4726, 0.000040498712 ,,,,,
period1,sc01,t4727, 0.00003440213 ,,,,,
period1,sc01,t4728, 0.00003266025 ,,,,,
period1,sc01,t4729, 0.000035490808 ,,,,,
period1,sc01,t4730, 0.000048119436 ,,,,,
period1,sc01,t4731, 0.00003832136 ,,,,,
period1,sc01,t4732, 0.000053562812 ,,,,,
period1,sc01,t4733, 0.000114964084 ,,,,,
period1,sc01,t4734, 0.05925222666 ,,,,,
period1,sc01,t4735, 0.7158473724 ,,,,,
period1,sc01,t4736, 3.7396836108 ,,,,,
period1,sc01,t4737, 7.756058334 ,,,,,
period1,sc01,t4738, 11.450670798 ,,,,,
period1,sc01,t4739, 14.72659845 ,,,,,
period1,sc01,t4740, 16.285746558 ,,,,,
period1,sc01,t4741, 17.231959734 ,,,,,
period1,sc01,t4742, 16.853035512 ,,,,,
period1,sc01,t4743, 15.629980974 ,,,,,
period1,sc01,t4744, 13.303245132 ,,,,,
period1,sc01,t4745, 10.858997694 ,,,,,
period1,sc01,t4746, 8.068629996 ,,,,,
period1,sc01,t4747, 5.068361394 ,,,,,
period1,sc01,t4748, 1.9111080324 ,,,,,
period1,sc01,t4749, 0.12655847106 ,,,,,
period1,sc01,t4750, 0.000056175632 ,,,,,
period1,sc01,t4751, 0.000034619866 ,,,,,
period1,sc01,t4752, 0.000029829694 ,,,,,
period1,sc01,t4753, 0.000031571576 ,,,,,
period1,sc01,t4754, 0.00002961196 ,,,,,
period1,sc01,t4755, 0.000035926276 ,,,,,
period1,sc01,t4756, 0.000059877126 ,,,,,
period1,sc01,t4757, 0.000142398694 ,,,,,
period1,sc01,t4758, 0.06066968148 ,,,,,
period1,sc01,t4759, 0.6386842644 ,,,,,
period1,sc01,t4760, 3.9633279426 ,,,,,
period1,sc01,t4761, 8.993594418 ,,,,,
period1,sc01,t4762, 13.436400966 ,,,,,
period1,sc01,t4763, 16.910027646 ,,,,,
period1,sc01,t4764, 19.427721438 ,,,,,
period1,sc01,t4765, 20.510702694 ,,,,,
period1,sc01,t4766, 20.410585968 ,,,,,
period1,sc01,t4767, 19.266484326 ,,,,,
period1,sc01,t4768, 17.339745096 ,,,,,
period1,sc01,t4769, 13.901149806 ,,,,,
period1,sc01,t4770, 10.289141646 ,,,,,
period1,sc01,t4771, 6.542632044 ,,,,,
period1,sc01,t4772, 2.6448074982 ,,,,,
period1,sc01,t4773, 0.20587062366 ,,,,,
period1,sc01,t4774, 0.000043764738 ,,,,,
period1,sc01,t4775, 0.000034619866 ,,,,,
period1,sc01,t4776, 0.000032007048 ,,,,,
period1,sc01,t4777, 0.000033095718 ,,,,,
period1,sc01,t4778, 0.000052474136 ,,,,,
period1,sc01,t4779, 0.000062707678 ,,,,,
period1,sc01,t4780, 0.000084481182 ,,,,,
period1,sc01,t4781, 0.000146100186 ,,,,,
period1,sc01,t4782, 0.05986623936 ,,,,,
period1,sc01,t4783, 0.6832001862 ,,,,,
period1,sc01,t4784, 4.480000044 ,,,,,
period1,sc01,t4785, 9.941002962 ,,,,,
period1,sc01,t4786, 14.392810686 ,,,,,
period1,sc01,t4787, 17.600184468 ,,,,,
period1,sc01,t4788, 19.540262148 ,,,,,
period1,sc01,t4789, 20.374659696 ,,,,,
period1,sc01,t4790, 20.588976252 ,,,,,
period1,sc01,t4791, 19.585588038 ,,,,,
period1,sc01,t4792, 17.438686062 ,,,,,
period1,sc01,t4793, 15.108253068 ,,,,,
period1,sc01,t4794, 11.88809607 ,,,,,
period1,sc01,t4795, 7.693651128 ,,,,,
period1,sc01,t4796, 3.208791237 ,,,,,
period1,sc01,t4797, 0.29773084446 ,,,,,
period1,sc01,t4798, 0.000038974568 ,,,,,
period1,sc01,t4799, 0.00003440213 ,,,,,
period1,sc01,t4800, 0.00003222478 ,,,,,
period1,sc01,t4801, 0.000028958754 ,,,,,
period1,sc01,t4802, 0.000031789312 ,,,,,
period1,sc01,t4803, 0.000031789312 ,,,,,
period1,sc01,t4804, 0.000060312596 ,,,,,
period1,sc01,t4805, 0.000162430314 ,,,,,
period1,sc01,t4806, 0.06070887384 ,,,,,
period1,sc01,t4807, 0.9390605892 ,,,,,
period1,sc01,t4808, 5.1620375232 ,,,,,
period1,sc01,t4809, 10.590288744 ,,,,,
period1,sc01,t4810, 15.072659928 ,,,,,
period1,sc01,t4811, 18.278694636 ,,,,,
period1,sc01,t4812, 20.304381366 ,,,,,
period1,sc01,t4813, 21.23887605 ,,,,,
period1,sc01,t4814, 21.20276688 ,,,,,
period1,sc01,t4815, 20.206576986 ,,,,,
period1,sc01,t4816, 18.415854636 ,,,,,
period1,sc01,t4817, 15.544731192 ,,,,,
period1,sc01,t4818, 11.842221474 ,,,,,
period1,sc01,t4819, 7.471136838 ,,,,,
period1,sc01,t4820, 3.0156581118 ,,,,,
period1,sc01,t4821, 0.27007414428 ,,,,,
period1,sc01,t4822, 0.000035926276 ,,,,,
period1,sc01,t4823, 0.000032007048 ,,,,,
period1,sc01,t4824, 0.000030047432 ,,,,,
period1,sc01,t4825, 0.000031789312 ,,,,,
period1,sc01,t4826, 0.00003135384 ,,,,,
period1,sc01,t4827, 0.000038103626 ,,,,,
period1,sc01,t4828, 0.000063143152 ,,,,,
period1,sc01,t4829, 0.000139132668 ,,,,,
period1,sc01,t4830, 0.0597355983 ,,,,,
period1,sc01,t4831, 0.825128571 ,,,,,
period1,sc01,t4832, 4.714193637 ,,,,,
period1,sc01,t4833, 9.909211488 ,,,,,
period1,sc01,t4834, 14.521897062 ,,,,,
period1,sc01,t4835, 17.938649178 ,,,,,
period1,sc01,t4836, 20.057495994 ,,,,,
period1,sc01,t4837, 21.047780928 ,,,,,
period1,sc01,t4838, 20.831994648 ,,,,,
period1,sc01,t4839, 19.423338444 ,,,,,
period1,sc01,t4840, 17.543538528 ,,,,,
period1,sc01,t4841, 15.223321662 ,,,,,
period1,sc01,t4842, 11.649408426 ,,,,,
period1,sc01,t4843, 6.9672153 ,,,,,
period1,sc01,t4844, 2.6786631126 ,,,,,
period1,sc01,t4845, 0.22177616568 ,,,,,
period1,sc01,t4846, 0.000041587386 ,,,,,
period1,sc01,t4847, 0.00003266025 ,,,,,
period1,sc01,t4848, 0.00003135384 ,,,,,
period1,sc01,t4849, 0.00002961196 ,,,,,
period1,sc01,t4850, 0.000031571576 ,,,,,
period1,sc01,t4851, 0.00003440213 ,,,,,
period1,sc01,t4852, 0.00006357862 ,,,,,
period1,sc01,t4853, 0.000137390788 ,,,,,
period1,sc01,t4854, 0.05937633558 ,,,,,
period1,sc01,t4855, 0.862890354 ,,,,,
period1,sc01,t4856, 5.0778851232 ,,,,,
period1,sc01,t4857, 10.5467853 ,,,,,
period1,sc01,t4858, 15.090688386 ,,,,,
period1,sc01,t4859, 18.243526074 ,,,,,
period1,sc01,t4860, 20.205440394 ,,,,,
period1,sc01,t4861, 21.137681532 ,,,,,
period1,sc01,t4862, 21.069767808 ,,,,,
period1,sc01,t4863, 19.697031336 ,,,,,
period1,sc01,t4864, 17.723156838 ,,,,,
period1,sc01,t4865, 15.196546794 ,,,,,
period1,sc01,t4866, 11.812872972 ,,,,,
period1,sc01,t4867, 7.388754618 ,,,,,
period1,sc01,t4868, 3.0027115884 ,,,,,
period1,sc01,t4869, 0.24985091718 ,,,,,
period1,sc01,t4870, 0.000040498712 ,,,,,
period1,sc01,t4871, 0.000027652344 ,,,,,
period1,sc01,t4872, 0.0000304829 ,,,,,
period1,sc01,t4873, 0.00003266025 ,,,,,
period1,sc01,t4874, 0.000030700636 ,,,,,
period1,sc01,t4875, 0.000035926276 ,,,,,
period1,sc01,t4876, 0.000061619008 ,,,,,
period1,sc01,t4877, 0.000167655954 ,,,,,
period1,sc01,t4878, 0.06072846996 ,,,,,
period1,sc01,t4879, 0.9117174276 ,,,,,
period1,sc01,t4880, 5.2081015404 ,,,,,
period1,sc01,t4881, 10.729996236 ,,,,,
period1,sc01,t4882, 15.314920602 ,,,,,
period1,sc01,t4883, 18.605329812 ,,,,,
period1,sc01,t4884, 20.579321886 ,,,,,
period1,sc01,t4885, 21.514313004 ,,,,,
period1,sc01,t4886, 21.436967004 ,,,,,
period1,sc01,t4887, 20.343763086 ,,,,,
period1,sc01,t4888, 18.458437062 ,,,,,
period1,sc01,t4889, 15.855460818 ,,,,,
period1,sc01,t4890, 12.044153274 ,,,,,
period1,sc01,t4891, 7.317790434 ,,,,,
period1,sc01,t4892, 2.9038032846 ,,,,,
period1,sc01,t4893, 0.2398764765 ,,,,,
period1,sc01,t4894, 0.000034619866 ,,,,,
period1,sc01,t4895, 0.00002961196 ,,,,,
period1,sc01,t4896, 0.0000304829 ,,,,,
period1,sc01,t4897, 0.000030700636 ,,,,,
period1,sc01,t4898, 0.000031789312 ,,,,,
period1,sc01,t4899, 0.000037668156 ,,,,,
period1,sc01,t4900, 0.000066844648 ,,,,,
period1,sc01,t4901, 0.000140003606 ,,,,,
period1,sc01,t4902, 0.0599054316 ,,,,,
period1,sc01,t4903, 0.8803766514 ,,,,,
period1,sc01,t4904, 5.153754885 ,,,,,
period1,sc01,t4905, 10.509696312 ,,,,,
period1,sc01,t4906, 15.105875406 ,,,,,
period1,sc01,t4907, 18.367648104 ,,,,,
period1,sc01,t4908, 20.319006618 ,,,,,
period1,sc01,t4909, 21.259438944 ,,,,,
period1,sc01,t4910, 21.52991154 ,,,,,
period1,sc01,t4911, 20.988378456 ,,,,,
period1,sc01,t4912, 19.375556496 ,,,,,
period1,sc01,t4913, 16.566232788 ,,,,,
period1,sc01,t4914, 12.556318254 ,,,,,
period1,sc01,t4915, 7.334309982 ,,,,,
period1,sc01,t4916, 2.41282827 ,,,,,
period1,sc01,t4917, 0.14441709612 ,,,,,
period1,sc01,t4918, 0.000038539094 ,,,,,
period1,sc01,t4919, 0.000031789312 ,,,,,
period1,sc01,t4920, 0.0000304829 ,,,,,
period1,sc01,t4921, 0.000033095718 ,,,,,
period1,sc01,t4922, 0.000035490808 ,,,,,
period1,sc01,t4923, 0.000040498712 ,,,,,
period1,sc01,t4924, 0.000070110672 ,,,,,
period1,sc01,t4925, 0.000148277538 ,,,,,
period1,sc01,t4926, 0.05976172656 ,,,,,
period1,sc01,t4927, 0.7236139806 ,,,,,
period1,sc01,t4928, 4.724631852 ,,,,,
period1,sc01,t4929, 10.199476194 ,,,,,
period1,sc01,t4930, 14.646084396 ,,,,,
period1,sc01,t4931, 17.996595 ,,,,,
period1,sc01,t4932, 20.174243328 ,,,,,
period1,sc01,t4933, 21.424843518 ,,,,,
period1,sc01,t4934, 21.584506416 ,,,,,
period1,sc01,t4935, 21.018314844 ,,,,,
period1,sc01,t4936, 19.585999554 ,,,,,
period1,sc01,t4937, 17.101495098 ,,,,,
period1,sc01,t4938, 13.379043042 ,,,,,
period1,sc01,t4939, 8.48444724 ,,,,,
period1,sc01,t4940, 3.2349847578 ,,,,,
period1,sc01,t4941, 0.22215502458 ,,,,,
period1,sc01,t4942, 0.000060965798 ,,,,,
period1,sc01,t4943, 0.000048119436 ,,,,,
period1,sc01,t4944, 0.000035490808 ,,,,,
period1,sc01,t4945, 0.00003266025 ,,,,,
period1,sc01,t4946, 0.00003745042 ,,,,,
period1,sc01,t4947, 0.000047466232 ,,,,,
period1,sc01,t4948, 0.000081650628 ,,,,,
period1,sc01,t4949, 0.000156115998 ,,,,,
period1,sc01,t4950, 0.05959189326 ,,,,,
period1,sc01,t4951, 0.8320460124 ,,,,,
period1,sc01,t4952, 4.8385573374 ,,,,,
period1,sc01,t4953, 9.98255334 ,,,,,
period1,sc01,t4954, 14.651427612 ,,,,,
period1,sc01,t4955, 18.294097218 ,,,,,
period1,sc01,t4956, 20.531121894 ,,,,,
period1,sc01,t4957, 21.647449254 ,,,,,
period1,sc01,t4958, 21.853424388 ,,,,,
period1,sc01,t4959, 21.0840534 ,,,,,
period1,sc01,t4960, 19.533756216 ,,,,,
period1,sc01,t4961, 16.914560886 ,,,,,
period1,sc01,t4962, 13.014103932 ,,,,,
period1,sc01,t4963, 8.024329626 ,,,,,
period1,sc01,t4964, 2.9280306588 ,,,,,
period1,sc01,t4965, 0.20930648196 ,,,,,
period1,sc01,t4966, 0.000042893798 ,,,,,
period1,sc01,t4967, 0.000033531192 ,,,,,
period1,sc01,t4968, 0.000037232688 ,,,,,
period1,sc01,t4969, 0.000041369652 ,,,,,
period1,sc01,t4970, 0.000041151916 ,,,,,
period1,sc01,t4971, 0.000045724352 ,,,,,
period1,sc01,t4972, 0.000070981612 ,,,,,
